tarih,sehir,sehir_id,kosu_no,kosu_sira,kazanan_mi,at_id,at_yas,kilo,jokey_id,sahip_id,antrenor_id,derece,ganyan_orani
07/10/2024,Bursa,4,9,4,0,"BLACK SEA ANGEL(6) t 350.000,00 TL K Kulaklık takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder.",3y k d,55,C.ALTUN AP Apranti,MUSTAFA ÖKSÜZ,F.KIRAN,2.09.54,57.7
07/10/2024,Bursa,4,9,5,0,"BATMANBEYİ(5) t 350.000,00 TL KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.",3y d e,57,A.KÜRÜNDÜK,ŞEHABETTİN DOYAN,Ü.BULUT,2.09.75,10.85
07/10/2024,Bursa,4,9,6,0,"RÜZGAR CELAL(11) t 280.000,00 TL",3y d e,50 +2.00 Fazla Kilo,C.PASO AP Apranti,EMİNE KAYA,EM.KAYA,2.10.69,11.15
07/10/2024,Bursa,4,9,7,0,"HANNIBAL LECTER(2) t 360.000,00 TL DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.",3y d e,58,H.ŞİMŞEK,MEHMET MELİH GÖÇER,M.AKALIN,2.10.71,2.95
07/10/2024,Bursa,4,9,8,0,"HAZARŞAH(3) t 360.000,00 TL DB Dilinin bağlanacağını ifade eder. SKG Ring mahalinden starta kadar kapalı gözlük ile geleceğini ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.",3y a e,58,H.TURAN AP Apranti,TUĞBA KAZMA,M.A.TURAN,2.10.80,22.5
07/10/2024,Bursa,4,9,9,0,"STAY HAPPY(8) t 350.000,00 TL DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.",3y d d,55 +1.50 Fazla Kilo,T.YILDIZ,CANER ARIK,T.ATEŞ,2.11.26,6.95
07/10/2024,Bursa,4,9,10,0,"WHEAT GRAIN(9) t 350.000,00 TL KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.",3y a d,55 +0.10 Fazla Kilo,F.KARAKURT AP Apranti,ŞAHİN SEKİN,İ.YAKUT,2.12.17,41.1
07/10/2024,Bursa,4,9,11,0,"GRANDE STORM(7) t 330.000,00 TL KG Kapalı gözlük takılacağını ifade eder. K Kulaklık takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder.",3y d e,55 +1.70 Fazla Kilo,N.ŞEN,FATMA GÜL ALTIN,T.KIYAS,2.12.67,22.7
07/10/2024,Bursa,4,9,12,0,"SPECTRE GIRL(12) t 250.000,00 TL KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.",3y d d,50 +1.50 Fazla Kilo,S.TIRPAN,CANER ARIK,T.ATEŞ,2.13.68,6.95
07/10/2024,Bursa,4,10,1,1,BOLD RACER(8) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,3y d e,"55,5",M.ÇİÇEK,CAHİT SEKİN,SEN.GÖKÇE,1.26.76,4.75
07/10/2024,Bursa,4,10,2,0,TRUTH OR DARE(10) DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,3y d e,"55,5 +1.00 Fazla Kilo",MER.ÇELİK,CEM ÖZBELGE,B.TOPCU,1.26.78,10.4
07/10/2024,Bursa,4,10,3,0,BERKAY TAY(5) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,3y d e,"57,5",O.ATMACA,RAMAZAN YILMAZ,Z.KAYA,1.26.81,4.65
07/10/2024,Bursa,4,10,4,0,SAGESSE(12) KG Kapalı gözlük takılacağını ifade eder. K Kulaklık takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder.,3y d d,"53,5 +1.60 Fazla Kilo",S.İPEK,FARUK TAŞ,R.COŞKUN,1.26.86,41.55
07/10/2024,Bursa,4,10,5,0,MY FIRST STEP(9) SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,4y d a,58 +0.20 Fazla Kilo,M.DEMİRBAŞ,MEHMET AYDOĞAN,M.TEKPETEK,1.27.33,7.75
07/10/2024,Bursa,4,10,6,0,TOCCET TO THE MOON(7) DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,3y a d,"56,5 +0.70 Fazla Kilo",T.ALICI,ERSAN ÜLDES,E.TURAN,1.27.34,12.15
07/10/2024,Bursa,4,10,7,0,KING OF KARŞIYAKA(14) DB Dilinin bağlanacağını ifade eder. SKG Ring mahalinden starta kadar kapalı gözlük ile geleceğini ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,4y d a,"51,5 +1.90 Fazla Kilo",ER.CANKILIÇ AP Apranti,H.BURAK ÇULLU,A.R.AYDIN,1.27.56,36.65
07/10/2024,Bursa,4,10,8,0,WINNY WINGS(3) DB Dilinin bağlanacağını ifade eder.,5y d a,"58,5",G.KAYIP AP Apranti,NESLİŞAH U. EVLİYAZADE EKMEKÇİ,F.YAVAŞ,1.27.67,11.3
07/10/2024,Bursa,4,10,9,0,COSMIC GIRL(6) K Kulaklık takılacağını ifade eder.,3y d d,54 +2.00 Fazla Kilo,E.AKPINAR AP Apranti,HÜSEYİN YER,S.YARDIMCI,1.28.62,9.45
07/10/2024,Bursa,4,10,10,0,WOLF TOCCET(4) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,3y a e,56,E.KADİRLER AP Apranti,SİNAN EVREN ÇİÇEKÇİ,B.GÖKÇE,1.28.71,21.7
07/10/2024,Bursa,4,10,11,0,DAWN OF THE NİGHT(1) KG Kapalı gözlük takılacağını ifade eder. K Kulaklık takılacağını ifade eder.,4y a k,60,E.AKKAYA AP Apranti,MUHAMMET HOCAOĞULLARI,A.SONĞUR,1.28.94,13.4
07/10/2024,Bursa,4,10,12,0,NAZGAR(2) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,3y d e,"57,5",İ.S.SÖĞÜT AP Apranti,ERDEM TURHAN,AL.BEKTAŞ,1.29.24,14.85
07/10/2024,Bursa,4,10,13,0,THE RISE(13) KG Kapalı gözlük takılacağını ifade eder. K Kulaklık takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder.,3y d e,53 +2.00 Fazla Kilo,O.YILDIZ,NEDİM AKAGÜNDÜZ,R.COŞKUN,1.30.48,7.7
07/10/2024,Bursa,4,10,14,0,WARRIOR CAT(11) KG Kapalı gözlük takılacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,3y d e,"54,5 +2.00 Fazla Kilo",Ç.OK,YUSUF KAYA,E.TURAN,1.30.60,33.8
07/10/2024,Bursa,4,10,15,0,ELACIK(15) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,3y d d,50 +2.00 Fazla Kilo,C.PASO AP Apranti,ERMAN ERDEM,K.ŞENGEL,1.32.64,86.15
07/10/2024,Elazığ,6,1,1,1,REŞO HAT(3) DB Dilinin bağlanacağını ifade eder. SKG Ring mahalinden starta kadar kapalı gözlük ile geleceğini ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,3y d e,57,İ.AKYAVUZ,EYYÜP SANCAR,H.ATAKAYA,1.25.25,3.1
07/10/2024,Elazığ,6,1,2,0,SATAN KIZI(6) KG Kapalı gözlük takılacağını ifade eder. K Kulaklık takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder.,3y a d,55 +1.50 Fazla Kilo,M.DOĞAN,HALİL TOYDEMİR,MAHMUT DOĞAN,1.27.10,5.55
07/10/2024,Elazığ,6,1,3,0,MAHMUTUN KIZI(1) KG Kapalı gözlük takılacağını ifade eder. K Kulaklık takılacağını ifade eder.,3y k d,58,N.ALTIN,İSMAİL SANCAR,H.ATAKAYA,1.28.75,2.1
07/10/2024,Elazığ,6,1,4,0,AKBÜRGÜ(4) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,3y k d,55 +2.00 Fazla Kilo,H.ALTUNDAĞ,HİKMET ÇELİK,S.KARAKEÇİLİ,1.29.52,14.9
07/10/2024,Elazığ,6,1,5,0,PRENSES EKİN(2) K Kulaklık takılacağını ifade eder.,3y k d,57,F.YARDIMCI,ALİ YÜKSEL,EY.YARDIMCI,1.30.01,5.85
07/10/2024,Elazığ,6,1,6,0,CAN HİRAM(5) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,3y a d,54 +0.70 Fazla Kilo,M.B.ÇAKMAK AP Apranti,MAHMUT KARAKEÇİLİ,MAHMUT DOĞAN,1.37.79,7.55
07/10/2024,Elazığ,6,2,1,1,ERGÜÇLÜ(2) DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,8y a a,63,F.YARDIMCI,MAHMUT CANLIKA,D.DEMİRKAPU,2.23.09,1.8
07/10/2024,Elazığ,6,2,2,0,BABA MERCAN(1) KG Kapalı gözlük takılacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,8y a a,63,İ.KATAR,METİN ARSLAN,MEH.ALTIN,2.25.04,10.85
07/10/2024,Elazığ,6,2,3,0,DOSTBAĞI(6) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder.,7y a a,57,İ.AKYAVUZ,ALİ TOYDEMİR,N.DOĞAN,2.25.78,2.8
07/10/2024,Elazığ,6,2,4,0,DAYI AHMET(4) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder.,5y a a,60,A.AKDEMİR,YAŞAR SÜSLÜ,F.YALÇINKAYA,2.26.86,7.0
07/10/2024,Elazığ,6,2,5,0,ARAPDAMAT(5) KG Kapalı gözlük takılacağını ifade eder. K Kulaklık takılacağını ifade eder.,5y a a,58 +0.10 Fazla Kilo,M.A.AKTÜRK,MAHMUT KARAKEÇİ,M.A.SUBAY,2.30.02,10.35
07/10/2024,Elazığ,6,2,6,0,GECE IŞIĞI(3) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,5y k a,62,H.ALTUNDAĞ,MAHMUT KARAKEÇİLİ,S.KARAKEÇİLİ,2.35.80,9.45
07/10/2024,Elazığ,6,3,1,1,RAZİYE TAY(3) SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,4y k k,"58,5",N.ALTIN,EKREM ALTIN,A.TOPRAK,2.18.07,7.85
07/10/2024,Elazığ,6,3,2,0,HARPUTGÜZELİ(5) KG Kapalı gözlük takılacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,4y k k,57 +1.00 Fazla Kilo,MEH.TAŞKAYA,YUNUS ERENER,M.GÜNDÜZ,2.18.47,5.35
07/10/2024,Elazığ,6,3,3,0,CANIMINÖZÜ(8) SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,4y a k,55 +2.00 Fazla Kilo,F.YARDIMCI,MUZBAH YARDIMCI,EY.YARDIMCI,2.19.92,8.95
07/10/2024,Elazığ,6,3,4,0,KIRHATUN(6) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder. GKR Göz koruyucu takılacağını ifade eder.,4y k k,56 +1.00 Fazla Kilo,A.ÇANKAYA AP Apranti,İZZETTİN SUNKAR,M.A.SUBAY,2.20.30,13.7
07/10/2024,Elazığ,6,3,5,0,RÜZGARTEPESİ(7) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder.,4y k k,56 +2.00 Fazla Kilo,M.A.AKTÜRK,MUHAMMET HOCAOĞULLARI,M.ÇİÇEK,2.21.59,2.3
07/10/2024,Elazığ,6,3,6,0,GÖNÜL SAYFAM(10) SKG Ring mahalinden starta kadar kapalı gözlük ile geleceğini ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,4y a k,53 +2.00 Fazla Kilo,Ç.CANPOLAT AP Apranti,MEHMET EMİN DEMİRKAPU,D.DEMİRKAPU,2.21.74,25.9
07/10/2024,Elazığ,6,3,7,0,MÜBERREM(4) KG Kapalı gözlük takılacağını ifade eder. K Kulaklık takılacağını ifade eder.,4y a k,"57,5 +0.60 Fazla Kilo",Y.CENGİZ,NUSRET DOĞAN,MAHMUT DOĞAN,2.21.79,19.1
07/10/2024,Elazığ,6,3,8,0,TAMARİ(1) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,4y a k,"61,5",H.ALTUNDAĞ,AHMET ÇELİK,MEHM.KAYA,2.24.87,15.95
07/10/2024,Elazığ,6,3,9,0,VANGÖLÜ GÜZELİ(9) KG Kapalı gözlük takılacağını ifade eder.,4y a k,54 +2.00 Fazla Kilo,H.ALTUNKILIÇ,TEVFİK CAN,Y.BAYSAL,2.49.19,28.65
07/10/2024,Elazığ,6,3,10,0,ÖZGÜN SAYFA(2) DB Dilinin bağlanacağını ifade eder. SKG Ring mahalinden starta kadar kapalı gözlük ile geleceğini ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,4y a k,62,İ.AKYAVUZ,NÜSRET CANPOLAT,A.TOPRAK,Derecesiz,4.5
07/10/2024,Elazığ,6,4,1,1,TOMMY GUN(7) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,4y a a,57,F.YARDIMCI,ALİ BAKIR,F.BAKIR,1.15.64,2.7
07/10/2024,Elazığ,6,4,2,0,KING OF THE CITY(8) DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,3y a e,54 +2.00 Fazla Kilo,M.DOĞAN,MEHMET KAYA,MEHM.KAYA,1.16.17,9.25
07/10/2024,Elazığ,6,4,3,0,YALAN DÜNYA(5) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,4y d a,"59,5",H.ALTUNKILIÇ,MEHMET EMİN DEMİRKAPU,D.DEMİRKAPU,1.16.31,9.9
07/10/2024,Elazığ,6,4,4,0,ASABİ(3) KG Kapalı gözlük takılacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,5y d a,"58,5",A.ÇANKAYA AP Apranti,ÖMER YARDIMCI,EY.YARDIMCI,1.16.53,14.7
07/10/2024,Elazığ,6,4,5,0,KUMLUBEL(9) KG Kapalı gözlük takılacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,6y k a,56,İ.AKYAVUZ,AHMET TADIK,A.YARDIMCI,1.16.74,7.2
07/10/2024,Elazığ,6,4,6,0,KANAGA(6) SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,5y a a,"57,5",N.ALTIN,HİKMET ÇELİK,S.KARAKEÇİLİ,1.16.75,16.05
07/10/2024,Elazığ,6,4,7,0,EMİN AMCA(1) SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,5y d a,63,H.ALTUNDAĞ,MEHMET EMİN DEMİRKAPU,D.DEMİRKAPU,1.17.28,9.9
07/10/2024,Elazığ,6,4,8,0,KURTULUŞ ANADOLU(2) SKG Ring mahalinden starta kadar kapalı gözlük ile geleceğini ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,3y k e,60,MEH.TAŞKAYA,SELAMİ NURAL,MUH.YILDIRIM,1.18.10,3.2
07/10/2024,Elazığ,6,4,9,0,CONQUERING(11) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,4y d a,50 +2.00 Fazla Kilo,M.ŞAKİR AP Apranti,M.EMİN ALTUNDAĞ,M.E.SARIDAL,1.18.47,20.1
07/10/2024,Elazığ,6,4,10,0,KAHRAMAN TRADER(4) DB Dilinin bağlanacağını ifade eder. SKG Ring mahalinden starta kadar kapalı gözlük ile geleceğini ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,5y d a,"60,5",Y.CENGİZ,TANER ELBİR,S.BAKIR,1.19.07,10.25
07/10/2024,Elazığ,6,4,11,0,DUMANLI PARS(10) K Kulaklık takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder.,3y d d,50 +2.00 Fazla Kilo,B.SARIDAL AP Apranti,YUSUF KAYA,F.YALÇINKAYA,1.21.13,31.2
07/10/2024,Elazığ,6,5,1,1,DUYGULU KIZ(3) K Kulaklık takılacağını ifade eder.,2y d d,57,İ.AKYAVUZ,HALUK AKYILDIRIM,Y.BAYSAL,1.19.40,2.2
07/10/2024,Elazığ,6,5,2,0,MISS JOY(7) KG Kapalı gözlük takılacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,2y d d,57 +0.30 Fazla Kilo,S.KAPLAN,EYYÜP ÇİZİK,T.ÇİZİK,1.19.93,10.15
07/10/2024,Elazığ,6,5,3,0,SPIRIT OF GÖZDE(9) KG Kapalı gözlük takılacağını ifade eder. K Kulaklık takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder.,2y a d,57 +1.00 Fazla Kilo,MEH.TAŞKAYA,REŞİT DEMİR,At Sahibi GÖKHAN BALTA,1.20.11,4.1
07/10/2024,Elazığ,6,5,4,0,HIGH SYMPHONY(5) KG Kapalı gözlük takılacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder. SGKR Ring mahalinden starta Kadar göz koruyucu ile gideceğini ifade eder.,2y d d,57,N.ALTIN,REFİK ÇEVİK,Y.BAYSAL,1.20.12,13.5
07/10/2024,Elazığ,6,5,5,0,HİMALA RÜZGARI(1) KG Kapalı gözlük takılacağını ifade eder. K Kulaklık takılacağını ifade eder.,2y d d,56,M.ŞAKİR AP Apranti,MUSTAFA SARIDAL,M.E.SARIDAL,1.20.20,9.05
07/10/2024,Elazığ,6,5,6,0,RUMİŞTAY(8) KG Kapalı gözlük takılacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,2y d d,57,İ.KATAR,HALİL SARIDAL,M.E.SARIDAL,1.20.69,5.6
07/10/2024,Elazığ,6,5,7,0,ESİLA HANIM(4) K Kulaklık takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder.,2y d d,57 +0.10 Fazla Kilo,H.ALTUNKILIÇ,FEHMİ ALPAYDIN,F.YALÇINKAYA,1.21.74,20.75
07/10/2024,Elazığ,6,5,8,0,AYBUŞ(2) KG Kapalı gözlük takılacağını ifade eder. K Kulaklık takılacağını ifade eder.,2y d d,57,F.YARDIMCI,MEHMET KOPAL,A.TOPRAK,1.22.50,10.6
07/10/2024,Elazığ,6,5,9,0,KÖSE SULTAN(6) DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,2y d d,57,M.DOĞAN,BEKİR AKYAVUZ,V.ÖNDER,1.31.22,25.9
07/10/2024,Elazığ,6,6,1,1,ELİTTAY(2) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,5y a a,"60,5",A.ÇANKAYA,HİKMET ÇELİK,S.KARAKEÇİLİ,1.58.57,4.6
07/10/2024,Elazığ,6,6,2,0,DİKME AĞASI(7) KG Kapalı gözlük takılacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,7y k a,54 +1.10 Fazla Kilo,Ç.CANPOLAT,FERİDUN YUVARLAK,EY.YARDIMCI,1.58.95,6.15
07/10/2024,Elazığ,6,6,3,0,KOPKAPTAR(6) KG Kapalı gözlük takılacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,9y a a,"54,5 +0.30 Fazla Kilo",A.H.BAYAR,EMRAH CANPOLAT,M.A.SUBAY,1.58.99,4.6
07/10/2024,Elazığ,6,6,4,0,KORUYUCU(3) KG Kapalı gözlük takılacağını ifade eder.,6y a a,58,M.ŞAKİR,YAHYA İŞIK,A.IŞIK,1.59.32,3.25
07/10/2024,Elazığ,6,6,5,0,KILIÇBAĞI(4) KG Kapalı gözlük takılacağını ifade eder.,5y a a,"56,5",M.B.ÇAKMAK,MUSTAFA YARDIMCI,EY.YARDIMCI,2.00.34,7.15
07/10/2024,Elazığ,6,6,6,0,ÇELİKMAVİ(1) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder.,8y a a,63,Y.ÇELİKBAŞ,İSMAİL CANPOLAT,MAHMUT DOĞAN,2.01.41,4.45
07/10/2024,Elazığ,6,6,7,0,RADATE(5) KG Kapalı gözlük takılacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,5y k a,"55,5",B.SARIDAL,MUSTAFA SARIDAL,M.E.SARIDAL,2.05.51,14.1
07/10/2024,Elazığ,6,7,1,1,FIRE AND POWER(1) DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,2y d d,"58,5",M.A.AKTÜRK,CEMİL ÇİZİK,M.ÇİÇEK,1.17.99,3.2
07/10/2024,Elazığ,6,7,2,0,MAVİ UMUTLAR(5) KG Kapalı gözlük takılacağını ifade eder. K Kulaklık takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder.,2y d d,57,İ.AKYAVUZ,MEHMET PARILDAR,M.GÜNDÜZ,1.18.52,6.55
07/10/2024,Elazığ,6,7,3,0,ZİZOĞLU(3) KG Kapalı gözlük takılacağını ifade eder. K Kulaklık takılacağını ifade eder.,2y d e,58,N.ALTIN,İBRAHİM CANLIKA,V.ÖNDER,1.18.81,6.55
07/10/2024,Elazığ,6,7,4,0,MİR NUSE(6) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,2y d d,55 +1.90 Fazla Kilo,A.ÇANKAYA AP Apranti,ZABİTE CANPOLATLI,V.ÖNDER,1.18.87,9.05
07/10/2024,Elazığ,6,7,5,0,CAYMAZ OĞLU(4) KG Kapalı gözlük takılacağını ifade eder. K Kulaklık takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder.,2y a e,"57,5",F.YARDIMCI,MUSTAFA SARIDAL,M.E.SARIDAL,1.19.09,3.7
07/10/2024,Elazığ,6,7,6,0,MY DAISY(2) SKG Ring mahalinden starta kadar kapalı gözlük ile geleceğini ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,2y d d,"56,5 +0.40 Fazla Kilo",Y.ÇELİKBAŞ AP Apranti,SIDDIK KAYA,A.YARDIMCI,1.20.14,2.95
07/10/2024,Elazığ,6,8,1,1,EMİRGANLI KIZ(4) K Kulaklık takılacağını ifade eder. SKG Ring mahalinden starta kadar kapalı gözlük ile geleceğini ifade eder.,2y k d,57,N.ALTIN,MESUT ÇEVİKEL,A.TOPRAK,1.19.13,2.65
07/10/2024,Elazığ,6,8,2,0,TU Y YO(1) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,2y d d,62,F.YARDIMCI,BÜLENT YARDIMCI,EY.YARDIMCI,1.19.44,3.0
07/10/2024,Elazığ,6,8,3,0,GÜLLİİZİM(6) KG Kapalı gözlük takılacağını ifade eder. K Kulaklık takılacağını ifade eder.,2y a d,57 +0.80 Fazla Kilo,H.ALTUNDAĞ,YAKUP ÇELİK,M.A.SUBAY,1.20.70,2.75
07/10/2024,Elazığ,6,8,4,0,ÇAVBİN(3) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,2y d d,57,İ.KATAR,İSMAİL KOÇYİĞİT,M.ÇİÇEK,1.21.22,16.4
07/10/2024,Elazığ,6,8,5,0,ESSOVIUS(5) K Kulaklık takılacağını ifade eder.,2y d d,57 +0.30 Fazla Kilo,M.DOĞAN,MEHMET KAYA,MEHM.KAYA,1.22.43,12.8
07/10/2024,Elazığ,6,8,6,0,TEYRANREŞ(9) KG Kapalı gözlük takılacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,2y d d,53 +1.80 Fazla Kilo,A.H.BAYAR AP Apranti,İSMAİL KOÇYİĞİT,M.ÇİÇEK,1.22.73,16.4
07/10/2024,Elazığ,6,8,7,0,POLLY GRAY(8) KG Kapalı gözlük takılacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,2y a d,57 +0.70 Fazla Kilo,H.ALTUNKILIÇ,MEHMET EMİN DEMİRKAPU,D.DEMİRKAPU,1.23.10,33.7
07/10/2024,Elazığ,6,8,8,0,MİRMİR(7) K Kulaklık takılacağını ifade eder.,2y a d,57 +1.60 Fazla Kilo,M.A.AKTÜRK,MEHMET DİREKLİ,E.KOÇAK,1.23.42,42.05
07/10/2024,Elazığ,6,8,9,0,BAY KİBAR(2) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,2y d d,57 +1.20 Fazla Kilo,Y.CENGİZ,İSMAİL ŞEŞEN,A.TOPRAK,1.23.88,37.4
07/10/2024,Elazığ,6,8,10,0,TOORMORE(10) KG Kapalı gözlük takılacağını ifade eder. K Kulaklık takılacağını ifade eder.,2y d d,55 +1.90 Fazla Kilo,Y.ÇELİKBAŞ AP Apranti,YAŞAR SÜSLÜ,F.YALÇINKAYA,1.35.82,20.9
08/10/2024,Adana,3,1,1,1,MELOŞ CAN(6) KG Kapalı gözlük takılacağını ifade eder. K Kulaklık takılacağını ifade eder.,3y k d,57 +0.50 Fazla Kilo,E.ÇANKAYA,MEHMET DEMİRKOL,Y.TUNCAY,1.28.65,5.45
08/10/2024,Adana,3,1,2,0,KARA TÜTSÜ(5) KG Kapalı gözlük takılacağını ifade eder. K Kulaklık takılacağını ifade eder.,3y k d,54 +1.00 Fazla Kilo,E.AKKILIÇ AP Apranti,YAVUZ KALKAN,SER.DOĞAN,1.28.89,34.3
08/10/2024,Adana,3,1,3,0,ASLAN NİSA(2) KG Kapalı gözlük takılacağını ifade eder. DB Dilinin bağlanacağını ifade eder. SK Ring mahalinden starta kadar kulaklık ile geleceğini ifade eder.,3y d d,55 +1.80 Fazla Kilo,İSM.YILDIRIM AP Apranti,TAHİR ŞİMŞEK,H.ÇALI,1.29.06,17.0
